match_id,game_version,tft_set,placement,level,last_round,gold_left,total_damage_to_players,augments,traits,units,companion
NA1_5449312254,Linux Version 15.24.734.7485 (Dec 19 2025/11:16:31) [PUBLIC] <Releases/15.24>,16,1,9,33,2,152,[],"[{""name"": ""TFT16_Gunslinger"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Harvester"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_HexMech"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Piltover"", ""tier_current"": 2, ""num_units"": 4}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Warden"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Caitlyn"", ""tier"": 3, ""items"": []}, {""character_id"": ""TFT16_Orianna"", ""tier"": 2, ""items"": [""TFT_Item_ForceOfNature""]}, {""character_id"": ""TFT16_Nautilus"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Loris"", ""tier"": 2, ""items"": [""TFT_Item_Crownguard"", ""TFT_Item_SpectralGauntlet"", ""TFT_Item_GargoyleStoneplate""]}, {""character_id"": ""TFT16_Taric"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Swain"", ""tier"": 2, ""items"": [""TFT_Item_NightHarvester""]}, {""character_id"": ""TFT16_Fiddlesticks"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Lucian"", ""tier"": 2, ""items"": [""TFT_Item_RapidFireCannon"", ""TFT_Item_AdaptiveHelm"", ""TFT_Item_Leviathan""]}, {""character_id"": ""TFT16_THex"", ""tier"": 2, ""items"": [""TFT_Item_PowerGauntlet"", ""TFT_Item_HextechGunblade"", ""TFT_Item_InfinityEdge""]}, {""character_id"": ""TFT16_THex"", ""tier"": 1, ""items"": [""TFT_Item_Deathblade"", ""TFT_Item_PowerGauntlet"", ""TFT_Item_LastWhisper""]}]",fcea42c8-c430-433d-8f55-f18394c2a964
NA1_5449312254,Linux Version 15.24.734.7485 (Dec 19 2025/11:16:31) [PUBLIC] <Releases/15.24>,16,3,10,33,0,125,[],"[{""name"": ""TFT16_Bilgewater"", ""tier_current"": 1, ""num_units"": 3}, {""name"": ""TFT16_Blacksmith"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Freljord"", ""tier_current"": 1, ""num_units"": 3}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_KindredUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Noxus"", ""tier_current"": 1, ""num_units"": 3}, {""name"": ""TFT16_Rapidfire"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_RuneMage"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Void"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Warden"", ""tier_current"": 2, ""num_units"": 3}, {""name"": ""TFT16_Yordle"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Nautilus"", ""tier"": 2, ""items"": [""TFT_Item_AdaptiveHelm"", ""TFT_Item_NightHarvester"", ""TFT16_Item_FreljordEmblemItem""]}, {""character_id"": ""TFT16_Draven"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Taric"", ""tier"": 2, ""items"": [""TFT16_Item_BilgewaterEmblemItem"", ""TFT16_Item_Bilgewater_CaptainsBrew"", ""TFT16_Item_Bilgewater_BlackmarketExplosives""]}, {""character_id"": ""TFT16_Braum"", ""tier"": 2, ""items"": [""TFT_Item_WarmogsArmor"", ""TFT16_Item_NoxusEmblemItem""]}, {""character_id"": ""TFT16_BelVeth"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Fizz"", ""tier"": 2, ""items"": [""TFT16_Item_VoidEmblemItem"", ""TFT_Item_TitansResolve"", ""TFT16_Item_Bilgewater_BilgeratCutlass""]}, {""character_id"": ""TFT16_Swain"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Ornn"", ""tier"": 2, ""items"": [""TFT_Item_ForceOfNature"", ""TFT_Item_NeedlesslyLargeRod"", ""TFT_Item_Artifact_TheIndomitable""]}, {""character_id"": ""TFT16_Kindred"", ""tier"": 2, ""items"": [""TFT_Item_RapidFireCannon""]}, {""character_id"": ""TFT16_Volibear"", ""tier"": 1, ""items"": [""TFT16_Item_YordleEmblemItem"", ""TFT_Item_GuinsoosRageblade""]}, {""character_id"": ""TFT16_Ryze"", ""tier"": 2, ""items"": [""TFT_Item_Artifact_LichBane"", ""TFT_Item_SpearOfShojin"", ""TFT_Item_RapidFireCannon""]}, {""character_id"": ""tft16_atakhan"", ""tier"": 1, ""items"": []}]",6166ada4-50c8-4b63-90ad-847f6f24cc08
NA1_5449294603,Linux Version 15.24.734.7485 (Dec 19 2025/11:16:31) [PUBLIC] <Releases/15.24>,16,3,9,34,13,115,[],"[{""name"": ""TFT16_Brawler"", ""tier_current"": 2, ""num_units"": 4}, {""name"": ""TFT16_Ionia"", ""tier_current"": 1, ""num_units"": 3}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_KaisaUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Longshot"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Sorcerer"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_TheBoss"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Void"", ""tier_current"": 2, ""num_units"": 4}]","[{""character_id"": ""TFT16_Shen"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_KogMaw"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_ChoGath"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Wukong"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_RiftHerald"", ""tier"": 2, ""items"": [""TFT_Item_BrambleVest"", ""TFT_Item_NightHarvester"", ""TFT_Item_Redemption""]}, {""character_id"": ""TFT16_Kaisa"", ""tier"": 2, ""items"": [""TFT_Item_HextechGunblade"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_StatikkShiv""]}, {""character_id"": ""TFT16_Swain"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Sett"", ""tier"": 2, ""items"": [""TFT_Item_UnstableConcoction"", ""TFT_Item_PowerGauntlet"", ""TFT_Item_NightHarvester""]}, {""character_id"": ""TFT16_Volibear"", ""tier"": 2, ""items"": [""TFT_Item_Bloodthirster""]}]",5897ad9f-4665-4372-8f3e-6c878adb8918
NA1_5449294603,Linux Version 15.24.734.7485 (Dec 19 2025/11:16:31) [PUBLIC] <Releases/15.24>,16,7,9,28,7,69,[],"[{""name"": ""TFT16_Bilgewater"", ""tier_current"": 3, ""num_units"": 7}, {""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Glutton"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Gunslinger"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_KindredUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Rapidfire"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Illaoi"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_TwistedFate"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Graves"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Nautilus"", ""tier"": 2, ""items"": [""TFT_Item_RedBuff"", ""TFT_Item_SpectralGauntlet"", ""TFT_Item_Redemption""]}, {""character_id"": ""TFT16_MissFortune"", ""tier"": 2, ""items"": [""TFT16_Item_Bilgewater_DeadmansDagger"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_Deathblade""]}, {""character_id"": ""TFT16_Fizz"", ""tier"": 2, ""items"": [""TFT_Item_NeedlesslyLargeRod""]}, {""character_id"": ""TFT16_Swain"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Kindred"", ""tier"": 1, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_InfinityEdge"", ""TFT_Item_MadredsBloodrazor""]}, {""character_id"": ""TFT16_TahmKench"", ""tier"": 1, ""items"": [""TFT_Item_FrozenHeart"", ""TFT16_Item_Bilgewater_FreebootersFrock"", ""TFT_Item_AdaptiveHelm""]}]",f130db9f-a102-4dac-be13-e332adb942ff
NA1_5449294603,Linux Version 15.24.734.7485 (Dec 19 2025/11:16:31) [PUBLIC] <Releases/15.24>,16,1,9,35,1,168,[],"[{""name"": ""TFT16_Defender"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Emperor"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Magus"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Piltover"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Shurima"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_ShyvanaUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Sorcerer"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 1}]","[{""character_id"": ""TFT16_Neeko"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Vi"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Seraphine"", ""tier"": 2, ""items"": [""TFT_Item_AdaptiveHelm"", ""TFT_Item_Morellonomicon"", ""TFT_Item_StatikkShiv""]}, {""character_id"": ""TFT16_Diana"", ""tier"": 2, ""items"": [""TFT_Item_GuinsoosRageblade"", ""TFT_Item_Bloodthirster"", ""TFT_Item_TitansResolve""]}, {""character_id"": ""TFT16_Renekton"", ""tier"": 2, ""items"": [""TFT4_Item_OrnnInfinityForce"", ""TFT_Item_InfinityEdge"", ""TFT_Item_HextechGunblade""]}, {""character_id"": ""TFT16_Swain"", ""tier"": 2, ""items"": [""TFT_Item_WarmogsArmor"", ""TFT_Item_Crownguard""]}, {""character_id"": ""TFT16_Azir"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Lucian"", ""tier"": 1, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_EmptyBag"", ""TFT_Item_EmptyBag""]}, {""character_id"": ""TFT16_Shyvana"", ""tier"": 1, ""items"": []}]",fcea42c8-c430-433d-8f55-f18394c2a964
NA1_5449294603,Linux Version 15.24.734.7485 (Dec 19 2025/11:16:31) [PUBLIC] <Releases/15.24>,16,4,9,34,29,122,[],"[{""name"": ""TFT16_Bilgewater"", ""tier_current"": 1, ""num_units"": 3}, {""name"": ""TFT16_Blacksmith"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Glutton"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Gunslinger"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Harvester"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_ShyvanaUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Warden"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Nautilus"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_MissFortune"", ""tier"": 2, ""items"": [""TFT16_Item_Bilgewater_DeadmansDagger"", ""TFT_Item_HextechGunblade"", ""TFT_Item_MadredsBloodrazor""]}, {""character_id"": ""TFT16_Wukong"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Skarner"", ""tier"": 2, ""items"": [""TFT_Item_RedBuff"", ""TFT_Item_GargoyleStoneplate"", ""TFT_Item_SpectralGauntlet""]}, {""character_id"": ""TFT16_Ornn"", ""tier"": 2, ""items"": [""TFT_Item_Artifact_VoidGauntlet""]}, {""character_id"": ""TFT16_Fiddlesticks"", ""tier"": 2, ""items"": [""TFT_Item_RecurveBow""]}, {""character_id"": ""TFT16_Lucian"", ""tier"": 2, ""items"": [""TFT_Item_InfinityEdge"", ""TFT_Item_UnstableConcoction"", ""TFT_Item_SpearOfShojin""]}, {""character_id"": ""TFT16_Shyvana"", ""tier"": 2, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_InfinityEdge"", ""TFT_Item_MadredsBloodrazor""]}, {""character_id"": ""TFT16_TahmKench"", ""tier"": 2, ""items"": [""TFT16_Item_Bilgewater_FreebootersFrock"", ""TFT_Item_StatikkShiv""]}]",6166ada4-50c8-4b63-90ad-847f6f24cc08
NA1_5449294603,Linux Version 15.24.734.7485 (Dec 19 2025/11:16:31) [PUBLIC] <Releases/15.24>,16,2,10,35,0,118,[],"[{""name"": ""TFT16_AatroxUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_BaronUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_DarkinWeapon"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_KaisaUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Longshot"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_ShyvanaUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Slayer"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Void"", ""tier_current"": 3, ""num_units"": 6}]","[{""character_id"": ""TFT16_KogMaw"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Taric"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Wukong"", ""tier"": 2, ""items"": [""TFT16_Item_IxtalEmblemItem"", ""TFT_Item_GiantsBelt""]}, {""character_id"": ""TFT16_BelVeth"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_RiftHerald"", ""tier"": 2, ""items"": [""TFT_Item_IonicSpark"", ""TFT_Item_RedBuff"", ""TFT_Item_NightHarvester""]}, {""character_id"": ""TFT16_Kaisa"", ""tier"": 2, ""items"": [""TFT_Item_JeweledGauntlet"", ""TFT_Item_HextechGunblade"", ""TFT_Item_GuinsoosRageblade""]}, {""character_id"": ""TFT16_Shyvana"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_BaronNashor"", ""tier"": 1, ""items"": [""TFT_Item_Bloodthirster"", ""TFT_Item_UnstableConcoction"", ""TFT_Item_SteraksGage""]}, {""character_id"": ""TFT16_Aatrox"", ""tier"": 1, ""items"": []}]",4de10c0b-a837-46a8-8091-8b88f5d1462e
NA1_5449294603,Linux Version 15.24.734.7485 (Dec 19 2025/11:16:31) [PUBLIC] <Releases/15.24>,16,8,8,24,0,48,[],"[{""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Harvester"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Noxus"", ""tier_current"": 2, ""num_units"": 5}, {""name"": ""TFT16_Slayer"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Vanquisher"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Briar"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Sion"", ""tier"": 2, ""items"": [""TFT_Item_SpectralGauntlet""]}, {""character_id"": ""TFT16_Draven"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Leblanc"", ""tier"": 2, ""items"": [""TFT_Item_Morellonomicon""]}, {""character_id"": ""TFT16_Ambessa"", ""tier"": 2, ""items"": [""TFT_Item_NeedlesslyLargeRod""]}, {""character_id"": ""TFT16_Wukong"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_BelVeth"", ""tier"": 2, ""items"": [""TFT_Item_Bloodthirster"", ""TFT_Item_PowerGauntlet"", ""TFT_Item_UnstableConcoction""]}, {""character_id"": ""TFT16_Fiddlesticks"", ""tier"": 1, ""items"": []}]",4af50f78-340d-4ffb-bc60-551fdad25aa2
NA1_5449294603,Linux Version 15.24.734.7485 (Dec 19 2025/11:16:31) [PUBLIC] <Releases/15.24>,16,5,9,33,4,105,[],"[{""name"": ""TFT16_Gunslinger"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_HexMech"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Piltover"", ""tier_current"": 2, ""num_units"": 4}, {""name"": ""TFT16_ShyvanaUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Warden"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Caitlyn"", ""tier"": 3, ""items"": []}, {""character_id"": ""TFT16_Vi"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Loris"", ""tier"": 2, ""items"": [""TFT_Item_Crownguard"", ""TFT16_Item_JuggernautEmblemItem"", ""TFT_Item_FrozenHeart""]}, {""character_id"": ""TFT16_Taric"", ""tier"": 2, ""items"": [""TFT_Item_RabadonsDeathcap""]}, {""character_id"": ""TFT16_Braum"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Lucian"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Shyvana"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_THex"", ""tier"": 2, ""items"": [""TFT_Item_Artifact_ProwlersClaw"", ""TFT_Item_InfinityEdge"", ""TFT_Item_PowerGauntlet""]}, {""character_id"": ""TFT16_THex"", ""tier"": 1, ""items"": [""TFT_Item_BlueBuff"", ""TFT_Item_HextechGunblade"", ""TFT_Item_JeweledGauntlet""]}]",50360d72-1f59-4817-84b3-76c3cd8d4203
NA1_5449294603,Linux Version 15.24.734.7485 (Dec 19 2025/11:16:31) [PUBLIC] <Releases/15.24>,16,6,9,30,11,68,[],"[{""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_DarkinWeapon"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Gunslinger"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Harvester"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Ionia"", ""tier_current"": 2, ""num_units"": 5}, {""name"": ""TFT16_KindredUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Rapidfire"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_TheBoss"", ""tier_current"": 1, ""num_units"": 1}]","[{""character_id"": ""TFT16_Shen"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Jhin"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Taric"", ""tier"": 2, ""items"": [""TFT_Item_Redemption"", ""TFT_Item_SpectralGauntlet"", ""TFT_Item_RedBuff""]}, {""character_id"": ""TFT16_Wukong"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Yunara"", ""tier"": 2, ""items"": [""TFT16_TheDarkinBow"", ""TFT_Item_RunaansHurricane"", ""TFT_Item_InfinityEdge""]}, {""character_id"": ""TFT16_Kindred"", ""tier"": 2, ""items"": [""TFT_Item_GuinsoosRageblade""]}, {""character_id"": ""TFT16_Fiddlesticks"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Lucian"", ""tier"": 1, ""items"": [""TFT_Item_SpearOfShojin""]}, {""character_id"": ""TFT16_Sett"", ""tier"": 2, ""items"": [""TFT_Item_Morellonomicon""]}]",c3f9fba6-8b30-4788-9480-aef35910e345
NA1_5449282406,Linux Version 15.24.734.7485 (Dec 19 2025/11:16:31) [PUBLIC] <Releases/15.24>,16,4,8,30,14,90,[],"[{""name"": ""TFT16_Defender"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Emperor"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Harvester"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Magus"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Piltover"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Shurima"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Sorcerer"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_SylasTrait"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 1}]","[{""character_id"": ""TFT16_Vi"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Seraphine"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Diana"", ""tier"": 2, ""items"": [""TFT_Item_TitansResolve"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_Bloodthirster""]}, {""character_id"": ""TFT16_Renekton"", ""tier"": 2, ""items"": [""TFT_Item_Bloodthirster""]}, {""character_id"": ""TFT16_Swain"", ""tier"": 2, ""items"": [""TFT_Item_RedBuff"", ""TFT_Item_WarmogsArmor"", ""TFT_Item_FrozenHeart""]}, {""character_id"": ""TFT16_Azir"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Fiddlesticks"", ""tier"": 2, ""items"": [""TFT_Item_Bloodthirster"", ""TFT_Item_StatikkShiv"", ""TFT_Item_UnstableConcoction""]}, {""character_id"": ""TFT16_Sylas"", ""tier"": 1, ""items"": []}]",c6597cc8-c9b4-4466-832b-85684df3800c
NA1_5449282406,Linux Version 15.24.734.7485 (Dec 19 2025/11:16:31) [PUBLIC] <Releases/15.24>,16,1,9,33,45,214,[],"[{""name"": ""TFT16_Bilgewater"", ""tier_current"": 3, ""num_units"": 8}, {""name"": ""TFT16_Blacksmith"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Brawler"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Glutton"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Gunslinger"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Juggernaut"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_KindredUnique"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Rapidfire"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Soulbound"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Warden"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Illaoi"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_TwistedFate"", ""tier"": 2, ""items"": [""TFT_Item_Morellonomicon"", ""TFT16_Item_Bilgewater_CaptainsBrew""]}, {""character_id"": ""TFT16_Nautilus"", ""tier"": 2, ""items"": [""TFT_Item_BrambleVest"", ""TFT_Item_SpectralGauntlet"", ""TFT_Item_NightHarvester""]}, {""character_id"": ""TFT16_MissFortune"", ""tier"": 2, ""items"": [""TFT_Item_Deathblade"", ""TFT16_Item_Bilgewater_DeadmansDagger"", ""TFT_Item_GuinsoosRageblade""]}, {""character_id"": ""TFT16_Fizz"", ""tier"": 2, ""items"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_Morellonomicon"", ""TFT_Item_RedBuff""]}, {""character_id"": ""TFT16_Ornn"", ""tier"": 1, ""items"": []}, {""character_id"": ""TFT16_Kindred"", ""tier"": 2, ""items"": [""TFT16_Item_BilgewaterEmblemItem"", ""TFT_Item_Quicksilver""]}, {""character_id"": ""TFT16_Lucian"", ""tier"": 2, ""items"": [""TFT16_Item_BilgewaterEmblemItem""]}, {""character_id"": ""TFT16_TahmKench"", ""tier"": 1, ""items"": [""TFT16_Item_JuggernautEmblemItem"", ""TFT_Item_Redemption"", ""TFT16_Item_Bilgewater_FreebootersFrock""]}]",7456566a-2cf2-427f-a8b1-a122dd8f5ab0
NA1_5449282406,Linux Version 15.24.734.7485 (Dec 19 2025/11:16:31) [PUBLIC] <Releases/15.24>,16,5,8,30,0,106,[],"[{""name"": ""TFT16_Defender"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Emperor"", ""tier_current"": 1, ""num_units"": 1}, {""name"": ""TFT16_Magus"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Piltover"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Shurima"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Sorcerer"", ""tier_current"": 1, ""num_units"": 2}, {""name"": ""TFT16_Targon"", ""tier_current"": 1, ""num_units"": 2}]","[{""character_id"": ""TFT16_Neeko"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Vi"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Taric"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Seraphine"", ""tier"": 2, ""items"": [""TFT_Item_JeweledGauntlet"", ""TFT_Item_BlueBuff"", ""TFT_Item_Quicksilver""]}, {""character_id"": ""TFT16_Diana"", ""tier"": 2, ""items"": [""TFT_Item_ArchangelsStaff"", ""TFT_Item_Bloodthirster"", ""TFT_Item_GuinsoosRageblade""]}, {""character_id"": ""TFT16_Nasus"", ""tier"": 2, ""items"": [""TFT_Item_IonicSpark"", ""TFT_Item_RedBuff"", ""TFT_Item_TearOfTheGoddess""]}, {""character_id"": ""TFT16_Swain"", ""tier"": 2, ""items"": []}, {""character_id"": ""TFT16_Azir"", ""tier"": 1, ""items"": []}]",aa4e9432-f693-46cf-97f3-5ad087b1d47a
